search_keyword,video_id,upload_date,username,description,play_count,digg_count,comment_count,video_url
Hamenang,,Unknown,Unknown,,0,0,0,https://www.tiktok.com/@None/video/None
Hamenang,7680762769238478087,2026-09-02 09:42:28,Mas Hamenang,Selamat jalan teman teman tim dalam Estafet Tunas Kelapa menuju Boyolali. Semoga selamat sampai tujuan adik-adik. #hamenang #klaten24jam #bupatiklaten #pramuka ,19300,719,20,https://www.tiktok.com/@mas.hamenang/video/7680762769238478087
Hamenang,7678399199519591700,2026-08-27 00:50:37,Adhit Lagi di Jawa,Yoiki bestieku bupati klaten @Hamenang Wajar Ismoyo ,298200,33900,603,https://www.tiktok.com/@adhitlive/video/7678399199519591700
Hamenang,7633944272877767944,2026-04-29 05:42:45,SILET ✅,"Klaten - Krisis PD BKK Klaten menjadi sorotan publik. Nama Hamenang Wajar Ismoyo ikut terseret karena berada di dua fase penting: saat menjabat Ketua DPRD ketika pengawasan dinilai lemah, dan kini sebagai Bupati ketika lembaga keuangan daerah itu akhirnya kolaps. Ribuan nasabah terdampak, kepercayaan masyarakat menurun, sementara publik menuntut transparansi dan solusi nyata dari pemerintah daerah. Krisis ini bukan sekadar kegagalan institusi, tetapi cerminan pengawasan yang terlambat dan penanganan yang kini diuji. #PDBKKKlaten #KlatenHariIni #TransparansiPublik #RakyatButuhJawaban #BeritaKlaten",11300,120,43,https://www.tiktok.com/@silet.id/video/7633944272877767944
Hamenang,7585412814798425364,2025-12-19 10:55:56,Hamenang Wajar Ismoyo,"Kita cek proses pengerjaan jogging track di Stadion Trikoyo yang sudah menunjukkan kebahagiaan kita bersama. Sudah sampai pada lapisan kedua dan sedang dilapisi rubber. Kita percepat agar dulur-dulur Klaten punya tempat yang propper untuk menyalurkan hobi dan berolahraga. Setelah pekerjaan jogging track selesai, kita akan fikirkan untuk renovasi fasilitas yang lainnya di stadion ini secara bertahap. Mohon dengan sangat, fasilitas yang sudah ada dijaga bareng-bareng agar bisa digunakan oleh siapapun dengan nyaman. Btw jangan lupa, tanggal 22 nanti dipakai tanding perdana oleh PSIK Klaten mohon dukungannya ya Lur.. #hamenang #klaten #klatenkeren #bupatiklaten #stadion ",172600,5346,138,https://www.tiktok.com/@hamenangofficial/video/7585412814798425364
Hamenang,7576995535719058708,2025-11-26 18:32:32,Hamenang Wajar Ismoyo,"Terima kasih kepada Ibu, Bapak, Istri, Adik, rekan-rekan rumah dinas, serta masyarakat Kabupaten Klaten yang telah memberikan doa terbaik untuk saya dalam memasuki usia yang ke-37 tahun ini. Semoga doa-doa baik juga tercurah kagem panjenengan semuanya. Aamiin. #hamenang #klaten #klatenkeren #bupatiklaten #ulangtahun ",152000,4409,247,https://www.tiktok.com/@hamenangofficial/video/7576995535719058708
Hamenang,7571428746033466645,2025-11-11 18:30:33,Hamenang Wajar Ismoyo,Bersepeda sekaligus meninjau rute International Cycling Festival 2026 yang akan diselenggarakan di Kabupaten Klaten. Kegiatan ini akan diikuti 30 negara eropa dan beberapa negara lain. Mari kita siapkan perhelatan internasional yang akan membanggakan Kabupaten Klaten. #bupatiklaten #hamenang #klaten #klatenkeren ,488500,14200,319,https://www.tiktok.com/@hamenangofficial/video/7571428746033466645
Hamenang,7538486017188269318,2025-08-14 23:55:59,Mas Hamenang,"Keseruan Mas Bupati @Hamenang Wajar Ismoyo sebelum nyanyi bareng Niken Salindri dan Woro Widowati di Kemalang, Klaten.  #bupatiklaten #hamenang #klaten #nikensalindry #worowidowati ",2100000,27200,195,https://www.tiktok.com/@mas.hamenang/video/7538486017188269318
Hamenang,7585878137624366356,2025-12-20 17:01:38,Hamenang Wajar Ismoyo,"Edisi khusus akhir pekan ini rekomendasi kuliner soto di Klaten. Kebetulan ketemu Mas @aminklaten sekalian share kuliner yang bisa dulur-dulur coba. Nanti kalau ada rekomendasi soto lain, saya dikabari lokasinya ya, pas lewat saya mampir. #hamenang #klaten #klatenkeren #bupatiklaten #kuliner ",310600,15100,288,https://www.tiktok.com/@hamenangofficial/video/7585878137624366356
Hamenang,7537186106316508422,2025-08-11 11:51:44,Hamenang Wajar Ismoyo,"Selain sebagai ruang laporan kerja, kita memang menjadikan sosial media sebagai tempat komunikasi dan menyerap aspirasi panjenengan. Kritik, usulan sampai penilaian bisa panjenengan sampaikan di sana.  Maturnuwun kepada sedulur-sedulurku warga Klaten yang terus memantau kerja kami lewat sosial media. Semoga cara ini membuat kemajuan daerah kita. #hamenang #klaten #klatenkeren #bupatiklaten #4u ",134000,5729,422,https://www.tiktok.com/@hamenangofficial/video/7537186106316508422
Hamenang,7585518863589100818,2025-12-19 17:47:24,Mas Hamenang,Mas Bupati @Hamenang Wajar Ismoyo mengambil rapor anaknya dalam gerakan ayah ambil rapor di sekolah.  Peran ayah juga penting sebagai pendamping figur Ibu di keluarga. Josjis Mas Bup!  #hamenang #bupatiklaten #klaten #ayahhebat #ayah ,271900,6693,141,https://www.tiktok.com/@mas.hamenang/video/7585518863589100818
Hamenang,7676511503113014546,2026-08-21 22:45:19,ANGKRINGAN BU MANTRI,Matur suwun Bapak Bupati Klaten @Hamenang Wajar Ismoyo #angkringanbumantri #angkringan#klaten24jam #fypシ#semuaorang ,31400,484,24,https://www.tiktok.com/@angkringan_bu_mantri/video/7676511503113014546
Hamenang,7487573822384655624,2025-03-30 19:10:36,Hamenang Wajar Ismoyo,Selamat Ulang Tahun Istriku @fahrani.hamenang Panjang Umur Serta Mulia...  Sehat selalu... Bahagia selalu....  semakin sayang dengan Keluarga.... tambah berkah..... semoga diberi kemudahan & kelancaran dalam mengemban Amanah sbg Ketua PKK Klaten... Terimakasih telah memilih menjadi bagian dari Keluarga kecil ini... Perjalanan Kita masih panjang... semoga selalu diberi kemudahan & kelancaran oleh Allah SWT... Insya Allah till Jannah ya mah... #birthday  #ulangtahun  #istri  #klaten  #bupati  #bupatiklaten ,119900,1370,74,https://www.tiktok.com/@hamenangofficial/video/7487573822384655624
Hamenang,7679767170250853639,2026-08-30 17:19:01,Hamenang Wajar Ismoyo,"Mengenalkan Klaten dengan segala potensinya dalam Forum Asia Pasifik, China - Indonesia Dialogue on Local Government Cooperation. Potensi Klaten tidak hanya pariwisata, tapi kita juga mengenalkan potensi pertaniannya. Alhamdulillah banyak yang tertarik pada Klaten, potensi Klaten menjadi harapan baru bagi kemajuan Klaten untuk terus berkolaborasi dengan berbagai investor yang ada. Semoga semangat ini menjadi ikhtiar kami dalam terus membangun Klaten, kolaborasi tersebut diharapkan dapat mendorong investasi yang berdampak langsung terhadap peningkatan kesejahteraan masyarakat. #hamenang #klaten #klaten222 #bupatiklaten #china ",36100,2107,102,https://www.tiktok.com/@hamenangofficial/video/7679767170250853639
Hamenang,7679672529505783048,2026-08-30 11:11:47,Hamenang Wajar Ismoyo,"Nyepeda dan Nyoto Bareng bersama 2.222 masyarakat di Gaden, Trucuk, masih dalam rangka menyemarakkan HUT ke-81 Republik Indonesia.  Ini adalah wujud kebersamaan dan guyub rukun masyarakat yang masih terjaga di berbagai wilayah Klaten. Setelah nyepeda dan nyoto, dilanjutkan dengan penampilan-penampilan kebudayaan dan potensi lokal antar warga. Matur nuwun waktu dan keseruannya nggeh Lur, panjenengan josjis sedanten. Kalau di wilayah panjenengan menyemarakkan kemerdekaan diisi dengan apa Lur? #hamenang #klaten #klaten222 #karnaval #bupatiklaten ",49200,1556,32,https://www.tiktok.com/@hamenangofficial/video/7679672529505783048
Hamenang,7679260054532459783,2026-08-29 08:31:11,Hamenang Wajar Ismoyo,"Saya dan keluarga sudah disensus oleh petugas Sensus Ekonomi Tahun 2026, dengan data dan kondisi terbaru saat ini.  Harapan kami dengan suksesnya Sensus Ekonomi Tahun 2026 ini bisa memotret data riil masyarakat yang berfungsi sebagai data dan dasar dalam mengambil kebijakan ke depan yang lebih tepat sasaran. Monggo yang belum, ketika didatangi oleh petugas sensus jangan takut dan jangan khawatir, agar data yang dipotret bisa sesuai kondisi dan BPS menjamin keamanan data-data pribadi yang diberikan. Mari sukseskan Sensus Ekonomi Tahun 2026. #hamenang #klaten #sensusekonomi2026 #bupatiklaten #klaten24jam ",75300,2176,73,https://www.tiktok.com/@hamenangofficial/video/7679260054532459783
